state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
NC,8aebe5f6-224e-47ae-a4cf-7271e1d81fd0,Fayetteville City Council Member,District 1,locality,,,,Fayetteville city,,ocd-division/country:us/state:nc/place:fayetteville/council_district:1,Fayetteville City Council District 1,e88aa182-8ff5-49a9-a73f-2decafd650c7,Kathy Jensen,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,e88ff86e-ee8a-4d7a-94de-80f511b53b9e,Fayetteville City Council Member,District 5,locality,,,,Fayetteville city,,ocd-division/country:us/state:nc/place:fayetteville/council_district:5,Fayetteville City Council District 5,f1153500-08b6-430e-a122-85bbb9c4ad5a,Johnny Dawkins,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,36ef5c25-ab4f-41f7-aba4-7125d9eb1899,Greensboro City Council Member,At-Large,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro,Greensboro city,928324a3-5d7d-4179-909e-58e7fda1345d,Yvonne J. Johnson,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NC
NC,32cc7b82-cd12-4666-af90-6f2c4c86a961,Greensboro City Council Member,District 1,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro/council_district:1,Greensboro City Council District 1,0d17e24b-41ae-46f9-962d-259b0e394525,Sharon Hightower,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NC
NC,4988e19f-c954-4332-b3c3-0ba23780a086,Greensboro City Council Member,District 2,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro/council_district:2,Greensboro City Council District 2,38c14721-3fad-4176-a5b5-1b9e8dca752e,Goldie F. Wells,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NC
NC,c87b7ec0-c541-4c21-8b84-34e59ad4b7ae,Greensboro City Council Member,District 3,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro/council_district:3,Greensboro City Council District 3,34d3406f-5a67-4a02-a673-aa7938eeedeb,Justin Outling,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NC
NC,a1e80d01-318f-4075-9372-bd4c525e9d7e,Greensboro City Council Member,At-Large,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro,Greensboro city,0afce3cb-6b83-4592-b736-71a14148a649,Marikay Abuzuaiter,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,fceef450-4cc7-4c43-8785-2716d0fa90d9,Greensboro City Council Member,At-Large,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro,Greensboro city,8cabca49-a2a1-46a5-b7c6-10130ab38665,Michelle Kennedy,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,69354b0d-961f-481d-abc2-137d7969a40c,Greensboro City Council Member,District 4,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro/council_district:4,Greensboro City Council District 4,ad96ae79-d5b3-4198-91ca-5ccd9beb0fc7,Nancy Hoffmann,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,61fa264b-0662-4443-9f09-f7476aab3778,Greensboro City Council Member,District 5,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro/council_district:5,Greensboro City Council District 5,0c17b5ff-68b9-4709-b543-f7ea7b6dc4c6,Tammi Thurm,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,43016767-b1bc-486b-a45d-928ca99eca14,Greensboro Mayor,,locality,,,,Greensboro city,,ocd-division/country:us/state:nc/place:greensboro,Greensboro city,9614be51-4220-43f6-abb7-e52c6aea7590,Nancy Vaughan,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,8f3a4e38-5a7b-44a5-8ce7-8ea4c943edbd,Raleigh City Council Member,At-Large,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh,Raleigh city,c6748508-ab58-48e2-907e-af99c844eedd,Nicole Stewart,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,ca141213-8a1f-402c-bc8e-5115df134cb2,Raleigh Mayor,,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh,Raleigh city,690bb259-cd27-4911-a083-21c3f1b873d0,Mary-Ann Baldwin,Nonpartisan,Independent,White,White,Female,City,1,NC
NC,f2838c80-1427-489d-bf4f-f5c43ab85b68,Raleigh City Council Member,District C,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh/council_district:c,Raleigh City Council District C,adf1ac00-a06b-4274-b69a-8d39ac7cc099,Corey Branch,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NC
NC,3af09608-4343-4392-9fb7-2964ff569d1f,Raleigh City Council Member,At-Large,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh,Raleigh city,cb8a6e31-58ce-4fd7-ba12-e7bd630876ff,Jonathan Melton,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,ec4972b0-b80c-41cf-a32e-22c839172409,Raleigh City Council Member,District A,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh/council_district:a,Raleigh City Council District A,3e63d07a-a24a-4591-8efa-d61dd5f46f1b,Patrick Buffkin,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,6f205788-f1bc-4c4b-bc3c-a662078c6142,Raleigh City Council Member,District B,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh/council_district:b,Raleigh City Council District B,5c3a9be5-b386-4dc9-ae62-13610d224c4c,David Cox,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,b7e381b2-ff9d-49d3-9059-9711ec029a3b,Raleigh City Council Member,District D,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh/council_district:d,Raleigh City Council District D,688e5b0e-35ba-4384-9ba0-40fcecaff444,Saige Martin,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,f2a512ca-8efe-4cb3-822f-ddcb22d2c07c,Raleigh City Council Member,District E,locality,,,,Raleigh city,,ocd-division/country:us/state:nc/place:raleigh/council_district:e,Raleigh City Council District E,6102ae45-2d96-4ef2-af1b-ea75708eecd0,David Knight,Nonpartisan,Independent,White,White,Male,City,1,NC
NC,5cdb40a7-eced-4d76-b3e6-495c7abb1dde,Winston-Salem City Council Member,Ward East,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:east,Winston-Salem City Council East Ward,638a9b8b-86d0-410f-a30d-9d485dfb79f4,Annette Scippio,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NC
NC,343fa046-14cd-4851-8426-78868aabca95,Winston-Salem City Council Member,Ward North,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:north,Winston-Salem City Council North Ward,d4314d29-e065-4df6-af4e-bc7f30571b78,Denise D. Adams,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NC
NC,5a7ff2df-15aa-4518-b934-5a3bbb6b7c2a,Winston-Salem City Council Member,Ward Northeast,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:northeast,Winston-Salem City Council Northeast Ward,70774c9f-38a2-40f0-8412-73ae309b09b8,Vivian H. Burke,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,NC
NC,e59b7fb2-59e9-4e9a-827c-f5f293ad0d46,Winston-Salem City Council Member,Ward Southeast,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:southeast,Winston-Salem City Council Southeast Ward,27abcab5-4dd7-441a-8616-bd11b31e8b84,"James Taylor, Jr.",Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,NC
NC,786fa902-d00f-430a-8a90-9aef34a6b76a,Winston-Salem City Council Member,Ward Northwest,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:northwest,Winston-Salem City Council Northwest Ward,5070ab96-1bc7-4389-bbfb-79443f23ddbb,Jeff MacIntosh,Democratic Party,Democratic Party,White,White,Male,City,1,NC
NC,fab54cea-5f08-412d-8238-43ffd89c9428,Winston-Salem City Council Member,Ward South,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:south,Winston-Salem City Council South Ward,5de371aa-2344-4c7b-aceb-f23a8cfbc434,John C. Larson,Democratic Party,Democratic Party,White,White,Male,City,1,NC
NC,d8ccc33d-3eb8-422b-92b6-6b4adb026fc6,Winston-Salem City Council Member,Ward Southwest,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:southwest,Winston-Salem City Council Southwest Ward,f315865d-62a7-4d99-a52b-0ad9046d957b,Dan Besse,Democratic Party,Democratic Party,White,White,Male,City,1,NC
NC,6104085a-02b0-42b8-b63d-8aaf41c4fc39,Winston-Salem Mayor,,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem,Winston-Salem city,50036474-79d3-4426-8e44-313dfc15f2a9,Allen Joines,Democratic Party,Democratic Party,White,White,Male,City,1,NC
NC,1f66cb44-f0e9-4525-b1d0-f0420a70b8e7,Winston-Salem City Council Member,Ward West,locality,,,,Winston-Salem city,,ocd-division/country:us/state:nc/place:winston-salem/ward:west,Winston-Salem City Council West Ward,96aedeb1-1917-4257-8064-9f5d34378544,Robert C. Clark,Republican Party,Republican Party,White,White,Male,City,1,NC
NE,d793323a-5912-446c-8ffa-548334fe2cf0,Lincoln City Council Member,At-Large,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln,Lincoln city,2075972d-2450-4241-9dc3-6d81447e3787,Sändra Washington ,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NE
NE,a8ecd723-f1dc-4177-b0c9-79920f0cce19,Lincoln City Council Member,At-Large,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln,Lincoln city,4336bfcb-81d2-492c-8fc6-5817febc9d7f,Bennie Shobe,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NE
NE,8fd8dbee-ef2f-44a8-bab2-a6cf51244471,Lincoln City Council Member,At-Large,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln,Lincoln city,0c0f5cce-5a06-4199-9fb2-63dd53faa3d3,Roy Christensen,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,0905e7c8-a232-4136-90fd-f369598a15a9,Lincoln Mayor,,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln,Lincoln city,553f6950-fd0d-4085-ad6b-74d02f37f4a3,Leirion Gaylor Baird,Nonpartisan,Independent,White,White,Female,City,1,NE
NE,5d7ae2f9-fd91-4636-bdce-3f1d1f6d50a1,Lincoln City Council Member,District 1,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln/council_district:1,Lincoln City Council District 1,b82f6974-7d3a-48f2-8637-9eabd93e5b81,James Michael Bowers,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,e12f8533-ec95-4e77-8326-9ccee978d97e,Lincoln City Council Member,District 2,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln/council_district:2,Lincoln City Council District 2,cc3fc73b-bb39-462a-8660-bc316883fe41,Richard Meginnis,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,9c6835ea-f142-4183-a59c-b782d425f27f,Lincoln City Council Member,District 3,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln/council_district:3,Lincoln City Council District 3,f00ff99c-87e0-4bfb-b4df-d612ee0eb559,Jane Raybould,Nonpartisan,Independent,White,White,Female,City,1,NE
NE,7c86a6eb-13a3-4ff5-9d97-ff740420b4e3,Lincoln City Council Member,District 4,locality,,,,Lincoln city,,ocd-division/country:us/state:ne/place:lincoln/council_district:4,Lincoln City Council District 4,12104f09-04c0-4bbf-aaf0-e46ef7b0844f,Tammy Ward,Nonpartisan,Independent,White,White,Female,City,1,NE
NE,cd80a48b-e8fd-4f07-814c-83e76364d468,Omaha City Council Member,District 2,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:2,Omaha City Council District 2,bbb2a755-7a7e-436d-805c-ddaad1ce6b99,Ben Gray,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NE
NE,391ab7a9-6138-445b-ac1d-74739896f4bd,Omaha Mayor,,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha,Omaha city,f8b748fa-e0aa-4ced-a0c6-4d1568cccd2b,Jean Stothert,Nonpartisan,Independent,White,White,Female,City,1,NE
NE,29f185bd-3f94-4ef2-9425-8da0e464cd98,Omaha City Council Member,District 1,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:1,Omaha City Council District 1,4c6ecd01-2a05-4e69-aff0-b063060e2d0f,Pete Festersen,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,7d099b6e-abb6-4827-aa3e-6727af8188bf,Omaha City Council Member,District 3,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:3,Omaha City Council District 3,de608561-e656-4815-a03c-a58ed10212d9,Chris Jerram,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,1bd819a6-26b5-4081-857f-8312a5276105,Omaha City Council Member,District 4,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:4,Omaha City Council District 4,b3dfb7e0-1288-4fd2-b109-301a2f0fd121,Vinny Palermo,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,c34c7606-4670-41b7-b016-955115e017d8,Omaha City Council Member,District 5,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:5,Omaha City Council District 5,13cbcd14-e4bd-4d30-880b-40709984571e,Rich Pahls,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,68a50794-fe75-46c0-936d-778a2ceb7663,Omaha City Council Member,District 6,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:6,Omaha City Council District 6,c7571af8-0fd3-417f-b625-6d7052ae1b42,Brinker Harding,Nonpartisan,Independent,White,White,Male,City,1,NE
NE,66f436b8-34d3-4fc5-8d4d-5720e0bc1f81,Omaha City Council Member,District 7,locality,,,,Omaha city,,ocd-division/country:us/state:ne/place:omaha/council_district:7,Omaha City Council District 7,e611071d-637a-4209-9175-16372407db21,Aimee Melton,Nonpartisan,Independent,White,White,Female,City,1,NE
NJ,aac40e7a-8e66-4a39-949b-bdcfd4d9ac52,Jersey City Council Member,At-Large,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city,Jersey City city,55cc6099-c4d8-4138-92e8-27d676259920,Joyce E. Watterman,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NJ
NJ,8cf4d54e-4971-4892-a2f9-a0566b9688e7,Jersey City Council Member,Ward A,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city/ward:a,Jersey City Council Ward A,a3965362-a08c-4ca0-95cc-71674dfef3f0,Denise Ridley,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NJ
NJ,e60927cf-1af6-432f-bf2b-a055130f564e,Jersey City Council Member,Ward F,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city/ward:f,Jersey City Council Ward F,f215ae55-f20f-4b8c-a68c-98621c0a16ef,Jermaine Robinson,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NJ
NJ,b49b17a1-2da6-44f2-b9cc-28c5cfb3fd29,Jersey City Council Member,At-Large,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city,Jersey City city,7ceb98a2-9e4e-4903-b70a-816d26036b8d,"Rolando R. Lavarro, Jr.",Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,NJ
NJ,54bd952c-ab84-456c-86f6-e2fc31b84b14,Jersey City Council Member,At-Large,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city,Jersey City city,e3c424f4-c1bc-4563-aebf-a4644fc3bd8d,Daniel Rivera,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NJ
NJ,a8e3b1b6-8457-4c60-ad64-955c9111dc6c,Jersey City Council Member,Ward B,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city/ward:b,Jersey City Council Ward B,e8d60e41-a817-4846-aaeb-81e3acb3d887,Mira Prinz-Arey,Nonpartisan,Independent,White,White,Female,City,1,NJ
NJ,ca54a101-6969-4c47-b207-23b30d95783c,Jersey City Council Member,Ward C,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city/ward:c,Jersey City Council Ward C,b3d73b7d-ef6d-42f3-b1a3-300831770219,Rich Boggiano,Nonpartisan,Independent,White,White,Male,City,1,NJ
NJ,5b012cfe-5397-440f-b6cc-c2f5fdb537a8,Jersey City Council Member,Ward E,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city/ward:e,Jersey City Council Ward E,3e33cc3d-4d5f-4862-b6c0-d502d37622f4,James Solomon,Nonpartisan,Independent,White,White,Male,City,1,NJ
NJ,7425b562-0203-4ab4-8317-b0d948fee378,Jersey City Mayor,,locality,,,,Jersey City city,,ocd-division/country:us/state:nj/place:jersey_city,Jersey City city,b7174eac-cef0-4b83-94a6-be8dae84e180,Steven M. Fulop,Nonpartisan,Independent,White,White,Male,City,1,NJ
NJ,a42a9164-4128-4621-a91d-a1177f4604bd,Newark City Council Member,At-Large,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark,Newark city,06fcbeff-977d-4527-9587-20cc10e00bad,Mildred C. Crump,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NJ
NJ,4cc79007-ec98-4e9d-bec1-e7d5a969f5cc,Newark City Council Member,At-Large,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark,Newark city,43252873-67e0-4f09-baf6-eaa75b7c0f27,Eddie Osborne,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NJ
NJ,8976882a-5171-453a-963d-c420ac94a62d,Newark City Council Member,Ward Central,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark/ward:central,Newark City Council Ward Central,2b6b4a0f-c574-4bfa-9eb6-adf05b588787,LaMonica McIver,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NJ
NJ,4f6dd630-d615-4789-9342-0ed701de6edf,Newark City Council Member,Ward South,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark/ward:south,Newark City Council Ward South,0f0e7b36-6b8e-423d-bd0f-42747d1a7532,John Sharpe James,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NJ
NJ,c9476380-479c-481b-a8f4-cb900b458657,Newark City Council Member,Ward West,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark/ward:west,Newark City Council Ward West,0cb93687-293c-47c0-8608-73ff0fb24b3f,Joseph A. McCallum Jr.,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NJ
NJ,74732197-ed57-41a3-a7f1-bf791be9d661,Newark Mayor,,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark,Newark city,9f66f791-d88a-4035-a82a-d74be773fdda,Ras J. Baraka,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,NJ
NJ,62a40b79-5661-4395-ac0f-6ba16bfa0a07,Newark City Council Member,At-Large,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark,Newark city,77350769-2d76-44e9-b0cc-303ff0b922de,Luis A. Quintana,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NJ
NJ,be191841-d936-4ad5-9b32-836af2a4a42c,Newark City Council Member,At-Large,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark,Newark city,0ef7b4e9-7d24-48a6-b35a-d698c6430d21,Carlos M. Gonzalez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NJ
NJ,b2cb5d54-5285-46ae-ae7c-b6ba73cc4acc,Newark City Council Member,Ward North,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark/ward:north,Newark City Council Ward North,f9762a60-2e30-4aea-b3d6-9d18e480ef89,"Anibal Ramos, Jr.",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NJ
NJ,8bae9b71-efb9-4541-ac2a-7e3b05d9fe09,Newark City Council Member,Ward East,locality,,,,Newark city,,ocd-division/country:us/state:nj/place:newark/ward:east,Newark City Council Ward East,f1dee5c3-e5e4-4639-82fe-125964a4c3b3,Augusto Amador,Nonpartisan,Independent,White,White,Male,City,1,NJ
NM,ad8a498e-6865-4c0b-806a-f5bde458fa14,Albuquerque City Council Member,District 1,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:1,Albuquerque City Council District 1,7e7c349e-a028-463e-8c09-f770a2913772,Ken Sanchez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,NM
NM,8a76c189-3ffa-46d1-a5b5-af1588c52743,Albuquerque City Council Member,District 3,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:3,Albuquerque City Council District 3,3d027542-a2b0-4f44-9807-e536c507213e,Klarissa J. Peña,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,NM
NM,e7b681a8-f930-4e06-876e-0e5f4e1ec223,Albuquerque City Council Member,District 5,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:5,Albuquerque City Council District 5,53205f84-c925-438a-9ed6-8d88bfa6711d,Cynthia Borrego,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,NM
NM,35672281-29fd-4bc4-beb2-584a4a8351c0,Albuquerque City Council Member,District 2,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:2,Albuquerque City Council District 2,ec2b0be2-f467-4656-98e7-a0c9afad2d63,Isaac Benton,Nonpartisan,Independent,White,White,Male,City,1,NM
NM,443a4e06-cd69-43af-9a77-fed8e71437e4,Albuquerque City Council Member,District 4,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:4,Albuquerque City Council District 4,01d38303-6f0c-4cf6-90a1-8e279772f111,Brook Bassan,Nonpartisan,Independent,White,White,Female,City,1,NM
NM,8d2a61d7-dd87-4996-857e-5d1216a5120c,Albuquerque City Council Member,District 6,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:6,Albuquerque City Council District 6,4e799668-774d-4c4b-9f62-de9111a13be8,Pat Davis,Nonpartisan,Independent,White,White,Male,City,1,NM
NM,9e4477a6-a093-4154-9810-25284412cff7,Albuquerque City Council Member,District 7,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:7,Albuquerque City Council District 7,58791103-d503-4124-8276-9e96f8210933,Diane Gibson,Nonpartisan,Independent,White,White,Female,City,1,NM
NM,84424c2e-54aa-47fe-8b94-a2707e727e5e,Albuquerque City Council Member,District 8,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:8,Albuquerque City Council District 8,73226833-5cda-4ece-b4b7-b28bdda855b1,Trudy Jones,Nonpartisan,Independent,White,White,Female,City,1,NM
MN,36f820a2-f23c-4103-848c-ad74d33b4640,Minneapolis City Council Member,Ward 6,locality,,,,Minneapolis city,,ocd-division/country:us/state:mn/place:minneapolis/ward:6,Minneapolis City Council Ward 6,f2c9cda7-5114-44f3-98b9-0e4cf85c4e6e,VACANT,Nonpartisan,Independent,Unknown,Unknown,Unknown,City,0,MN
NM,35fe6c94-f73c-4f47-8b28-19b6e0ed4a12,Albuquerque City Council Member,District 9,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque/council_district:9,Albuquerque City Council District 9,bd88de98-d6f3-40b4-9748-60236aae3391,Don Harris,Nonpartisan,Independent,White,White,Male,City,1,NM
NM,09ae332b-a490-4c1f-b743-45da060a278d,Albuquerque Mayor,,locality,,,,Albuquerque city,,ocd-division/country:us/state:nm/place:albuquerque,Albuquerque city,5d4de64e-0435-472b-a002-c3d1d110197d,Tim Keller,Nonpartisan,Independent,White,White,Male,City,1,NM
NV,29d2fa75-19ae-4e02-8c0d-51593657efff,Henderson City Council Member,Ward 1,locality,,,,Henderson city,,ocd-division/country:us/state:nv/place:henderson/ward:1,Henderson City Council District 1,16a6de50-199b-4a37-a2ab-9856e1424d7a,Michelle Romero,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,NV
NV,2222d5f9-d2fe-4404-98a6-80d9f7abba31,Henderson Mayor,,locality,,,,Henderson city,,ocd-division/country:us/state:nv/place:henderson,Henderson city,d3861472-304e-482b-bfb2-bfab17571949,Debra March,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,8cb2d388-886f-4295-9a9a-13c95247b568,Henderson City Council Member,Ward 2,locality,,,,Henderson city,,ocd-division/country:us/state:nv/place:henderson/ward:2,Henderson City Council District 2,ea508105-2135-4bc1-8254-895d628b6fda,Dan Shaw,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,e5f7e3ad-d10f-4168-b25e-77f55821f112,Henderson City Council Member,Ward 3,locality,,,,Henderson city,,ocd-division/country:us/state:nv/place:henderson/ward:3,Henderson City Council District 3,20ce6b67-b997-4c41-a01c-f6962f895d44,John F. Marz,Nonpartisan,Independent,White,White,Male,City,1,NV
NV,ed2e43a6-5211-464f-b4c8-75d4487b5181,Henderson City Council Member,Ward 4,locality,,,,Henderson city,,ocd-division/country:us/state:nv/place:henderson/ward:4,Henderson City Council District 4,1d8a4fb8-e826-4c2f-9c6d-1ba44f1deaa1,Dan H. Stewart,Nonpartisan,Independent,White,White,Male,City,1,NV
NY,d5a64d6c-b9c8-4215-a3ac-2fd8770c94fb,New York City Council Member,District 37,locality,,,,New York city,,ocd-division/country:us/state:ny/place:new_york/council_district:37,New York City Council District 37,80dc83da-fd37-4043-89f3-5f96ea4cb841,VACANT,,Unknown,Unknown,Unknown,Unknown,City,0,NY
NV,c1fc276f-6467-400e-9514-e81ee7e0d4cb,Las Vegas City Council Member,Ward 5,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:5,Las Vegas City Council Ward 5,fedda84d-c881-4c1c-8c64-738a44cb0432,Cedric Crear,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,NV
NV,ff6ad43b-639b-4fec-a2b4-90b3f4a544b0,Las Vegas City Council Member,Ward 2,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:2,Las Vegas City Council Ward 2,909454b7-aba1-4c1f-99ef-f233e07c5e2d,Victoria Seaman,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,NV
NV,ae5c2423-0144-44cc-bd0d-dcc5974c0ebb,Las Vegas City Council Member,Ward 3,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:3,Las Vegas City Council Ward 3,11a533b4-77e7-4ebf-b64a-84741289e781,Olivia Diaz,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,NV
NV,83f1dbee-3c73-4570-93d7-6639031a8ca1,Las Vegas Mayor,,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas,Las Vegas city,860a2b1a-aec0-4647-9f45-64014226f2be,Carolyn G. Goodman,Nonpartisan,Independent,White,White,Female,City,1,NV
NV,5bc37a60-c9b8-48b9-b76b-98c956526b32,Las Vegas City Council Member,Ward 1,locality,,,,Las Vegas city,,ocd-division/country:us/state:nv/place:las_vegas/ward:1,Las Vegas City Council Ward 1,1994afa0-1118-4712-abff-5a83ddf8e594,Brian Knudsen,Nonpartisan,Independent,White,White,Male,City,1,NV
