state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
TX,ce1c89a6-9769-4a4d-a421-2a62ed55a2de,El Paso City Council Member,District 2,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:2,El Paso City Council District 2,98f4a635-d15a-4315-9bf7-c198d0d36748,Alexsandra Annello,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,127e822c-bf11-4244-9542-6c1dd5d4af02,El Paso City Council Member,District 3,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:3,El Paso City Council District 3,4619d04c-ba2c-42ff-bab3-e67bf9a6a545,Cassandra Hernandez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,abd3f2f2-ab04-4680-ad15-86929d0a161b,El Paso City Council Member,District 5,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:5,El Paso City Council District 5,b68883ab-0217-46ba-b569-f44027f4b47f,Isabel Salcido,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,b4a4a5f8-0b87-441d-8e30-4c015209b2c4,El Paso City Council Member,District 6,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:6,El Paso City Council District 6,7ca164b0-224b-4304-999a-c7fa36c1ab7d,Claudia Ordaz Perez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,befd277a-dda8-4b67-b526-684be15382e7,El Paso City Council Member,District 7,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:7,El Paso City Council District 7,99019ffc-290e-49da-8f76-55c28f842505,Henry Rivera,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,cb847dbd-18dd-4083-9cca-960068dab96c,El Paso City Council Member,District 8,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:8,El Paso City Council District 8,618e7496-a4b8-44d0-bd33-ebbcb645b1b9,Cissy Lizarraga,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,16de1ec5-0e52-4379-9edd-a55ace8caa1d,El Paso City Council Member,District 1,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:1,El Paso City Council District 1,92df6b7b-9e68-4597-805f-b4d677053fe3,Peter Svarzbein,Nonpartisan,Independent,Non-White,Multiracial,Male,City,1,TX
TX,af05c8d5-641f-470e-b2ec-203837ae4e7a,El Paso Mayor,,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso,El Paso city,fb993c7e-d674-47bd-8222-85b9af2ce4ac,Dee Margo,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,ab85d388-054f-4b65-b22f-dc9b68f97e1e,Fort Worth City Council Member,District 5,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:5,Fort Worth City Council District 5,721113ce-5a18-497f-ac23-91235666595e,Gyna Bivens,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,431671bd-f92c-4f9e-9378-8cbb63d042f5,Fort Worth City Council Member,District 8,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:8,Fort Worth City Council District 8,139f7bfe-b76d-4dff-bfd7-a627458594a4,Kelly Allen Gray,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,e2ee52a5-a04e-4374-98df-5db9590d3c3e,Fort Worth City Council Member,District 2,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:2,Fort Worth City Council District 2,b6932aa4-645c-41ca-a640-b00146ce0d12,Carlos E. Flores,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,a87f2b2e-783b-4cc7-92c5-d6fd2ae634ec,Fort Worth Mayor,,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth,Fort Worth city,41b3aab7-fa4b-4984-b929-f90e757ff9ca,Betsy Price,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,8a5b0968-2dca-458c-942c-25cbf137cff5,Fort Worth City Council Member,District 3,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:3,Fort Worth City Council District 3,50152644-3d52-4c11-8ead-c8b28e2b7a1c,Brian Byrd,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,574ff3e9-a8d7-4a72-8888-128287365092,Fort Worth City Council Member,District 4,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:4,Fort Worth City Council District 4,e291d701-4f5d-4fce-900b-189b2023d047,Cary Moon,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,97d275fe-3bd0-4efa-bce2-d4b8b6045e4e,Fort Worth City Council Member,District 6,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:6,Fort Worth City Council District 6,a641fcb9-6317-486a-a73c-7ce047e10a40,Jungus Jordan,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,f735fd03-a002-41ca-b7ba-16332e2f9410,Fort Worth City Council Member,District 7,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:7,Fort Worth City Council District 7,1acea9e7-d98a-4c0c-85f9-47c4ca44b9a0,Dennis Shingleton,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,d33e52a5-278b-420a-ae22-42c7dc1773a0,Fort Worth City Council Member,District 9,locality,,,,Fort Worth city,,ocd-division/country:us/state:tx/place:fort_worth/council_district:9,Fort Worth City Council District 9,933f61a0-3340-4668-8bec-b30258f1d471,Anna Zadeh,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,826f1819-dc76-47ac-bfb6-cf84ed8e855d,Garland City Council Member,District 6,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:6,Garland City Council District 6,45e991ad-30e8-470f-a808-99b94cc96287,Robert Vera,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,f6effefc-ff27-47ba-aeac-895f3cf8fcc7,Garland Mayor,,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland,Garland city,31006dbe-5fde-43e4-a238-ca3c94a7044c,Scott LeMay,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,6ef5d555-5b05-4985-91c5-3393d0668fa4,Garland City Council Member,District 1,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:1,Garland City Council District 1,512b1245-84fa-4fa6-9d46-611796626829,David Gibbons,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,6bd5bf4c-360f-460f-8f52-eb9b71f455e6,Garland City Council Member,District 2,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:2,Garland City Council District 2,d8f58962-bf49-48bc-911a-98941b67b4cd,Deborah Morris,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,710b800c-d689-470b-a116-dc18cef59c31,Garland City Council Member,District 3,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:3,Garland City Council District 3,39f09223-2425-4eb1-8cdb-ddf44000cccc,Jerry Nickerson,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,d46d823c-5874-46e9-b36e-fd47ab3ba328,Garland City Council Member,District 4,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:4,Garland City Council District 4,87eb5068-3704-4929-b8df-e3c6cf57d97c,Jim Bookhout,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,92697c08-0a67-4dd1-ab82-2c616611b0fe,Garland City Council Member,District 5,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:5,Garland City Council District 5,0e324c68-1ba0-47ca-a0a3-ab8db3ea1eb7,Richard Aubin,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,195cbeed-fe5d-4caf-b74f-798e7cb39872,Garland City Council Member,District 7,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:7,Garland City Council District 7,81670dc7-90e9-46c7-8cc1-6080daf75891,Dylan Hedrick,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,2905e35a-4335-4c7d-85de-565ff6112e93,Garland City Council Member,District 8,locality,,,,Garland city,,ocd-division/country:us/state:tx/place:garland/council_district:8,Garland City Council District 8,5938dd7f-e381-45f3-a024-c21041981359,Robert John Smith,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,856eaf89-cf7e-4281-8385-cbbf682b5e98,Houston City Council Member,At-Large Position 4,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,6a9acf3f-2b65-4139-9527-46dfe83c3d84,Letitia Plummer,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,d611518c-e322-4128-89c1-4006aab9d11b,Houston Mayor,,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,9ad39ebe-c9c2-4029-aae6-f5c271b7eb3a,Sylvester Turner,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,e78e1bc5-9c9e-4531-9935-c722e61f0b86,Houston City Council Member,District B,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:b,Houston City Council District B,68eaa659-56e1-4bd7-a548-557ac5c6cd1b,Jerry Davis,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,841941da-999e-48d1-a2c1-97422f86cadf,Houston City Council Member,District D,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:d,Houston City Council District D,9b126c16-6f6b-49bf-9488-0467a36a0c3b,Carolyn Evans-Shabazz,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,cb8cce6a-4a7b-4c57-bd9b-c15aae4b17d4,Houston City Council Member,District F,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:f,Houston City Council District F,55b4c322-8dc5-4abc-a5f8-85eff983e951,Tiffany Thomas,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,27844eb0-c6d4-4d48-a70a-c35b607ea485,Houston City Council Member,District J,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:j,Houston City Council District J,c43b32a8-7283-47ea-a99f-5df850c5484f,Edward Pollard,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,3abb56bf-c849-4112-b8ef-fb825a6137df,Houston City Council Member,District K,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:k,Houston City Council District K,227d29e1-bd4e-4523-bce8-1518650e2a8e,Martha Castex-Tatum,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,abec2bc2-9036-44c0-bedb-455e56198495,Houston City Council Member,District H,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:h,Houston City Council District H,c1b9ae55-d418-4158-bded-d606913021f1,Karla Cisneros,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,dab823b1-6802-4321-b3ca-41d1f79e1917,Houston City Council Member,District I,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:i,Houston City Council District I,719d0de7-c6a7-4f70-aea5-b98e32103092,Robert Gallegos,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,c489d147-1560-4cdb-b59a-7aba84434c96,Houston City Controller,,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,1d2bb85d-f0a2-41f4-89fd-0c82765b5f6f,Chris B. Brown,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,8b045e0d-2b00-4b14-959e-7db651c30d6c,Houston City Council Member,At-Large Position 1,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,f70e9534-2cbf-455f-943d-934bf63866a6,Mike Knox,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,dd892647-16ec-444c-bfe9-8e1575e84904,Houston City Council Member,At-Large Position 2,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,e668436e-de1b-43bc-860a-af2060124ed2,David Robinson,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,4c9830b9-fcf4-470f-8815-041695b69ac4,Houston City Council Member,At-Large Position 3,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,a3a94b77-ee53-4725-a3f5-5fdf4db66384,Michael Kubosh,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,7bc17722-dcc4-4104-ab58-ba4384fc913f,Houston City Council Member,At-Large Position 5,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston,Houston city,fc967ae6-ad75-4235-9d3d-21e74f0f3bcb,Sallie Alcorn,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,d7c0b419-6e1f-4543-a5d6-3f0a28f1de13,Houston City Council Member,District A,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:a,Houston City Council District A,5fdb43c3-1eb8-4c6f-b1b9-8c6918f11faa,Amy Peck,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,8de2ffc9-4996-4a3f-9e0f-b747f34a8f8d,Houston City Council Member,District C,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:c,Houston City Council District C,605177f0-37d1-4adc-bdce-2db76d4d40f7,Abbie Kamin,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,6e443a98-9051-4616-81f6-a96a35427e58,Houston City Council Member,District E,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:e,Houston City Council District E,9cb28336-1dba-4d5b-912c-e9d348085900,Dave Martin,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,14a031fb-1bac-4cb2-a7e6-847acf404f9c,Houston City Council Member,District G,locality,,,,Houston city,,ocd-division/country:us/state:tx/place:houston/council_district:g,Houston City Council District G,eed5e209-ca00-4109-abe1-7ad5c744ff57,Greg Travis,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,6176ca9d-8c86-4989-805c-f867529d990d,Irving City Council Member,Place 3,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:3,Irving City Council District 3,d1906ee1-9b3c-4a66-89a4-ed97d1c77a43,Dennis Webb,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,22b00576-b9b2-4296-a388-aed9a0ac8eb5,Irving City Council Member,Place 6,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:6,Irving City Council District 6,43fbbebc-eef0-491c-a324-9565b6c386e4,Al Zapanta,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,b206c355-47f8-43d2-937c-28940847dc78,Irving City Council Member,Place 2 (at-large),locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving,Irving city,940221e9-c5bf-49c1-bab4-b8877ab53943,Allan E. Meagher,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,0fd922cc-9d0e-4d3f-b1be-f2cd43d2cd05,Irving City Council Member,Place 8 (at-large),locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving,Irving city,92f44ad7-474e-4539-a1b6-c7dddb7ad320,Wm. David Palmer,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,74ecfdf6-2778-4eb7-9429-0f5f423b4e1c,Irving Mayor,,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving,Irving city,8e4d0afc-edd3-4240-9ef7-5ce522239afa,Rick Stopfer,Nonpartisan,Independent,White,White,Male,City,1,TX
CA,f4ad0d2c-f24e-4fec-a11d-73aa42ebb586,Santa Ana City Council Member,Ward 4,locality,,,,Santa Ana city,,ocd-division/country:us/state:ca/place:santa_ana/ward:4,Santa Ana City Council Ward 4,1451c6e1-141d-4b51-aa07-bff0a3f7614c,Phil Bacerra,Nonpartisan,Independent,Unknown,Unknown,Male,City,0,CA
TX,35486ec9-4553-48e4-bd20-43c010d3fd63,Irving City Council Member,Place 1,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:1,Irving City Council District 1,4f3d472c-6ce5-48da-8e38-ea2e96255f26,John C. Danish,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,3794d10e-d71d-4413-a29c-bba0bca602cd,Irving City Council Member,Place 4,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:4,Irving City Council District 4,d023adc6-45a3-4827-b0f8-38517b7a5b3f,Phil Riddle,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,76411620-be84-4f95-bb8f-ba3a7670f00c,Irving City Council Member,Place 5,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:5,Irving City Council District 5,74bb15f5-c7ab-4001-9661-b09e703a81cf,J. Oscar Ward,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,42f8b9a8-a382-4061-8398-e33c33f58e7b,Irving City Council Member,Place 7,locality,,,,Irving city,,ocd-division/country:us/state:tx/place:irving/council_district:7,Irving City Council District 7,c000efde-6aae-4aa6-8a7f-b3a50a8ff8b3,Kyle Taylor,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,40bc4b8f-d952-425b-b209-91a07bb37387,Laredo Mayor,,locality,,,,Laredo city,,ocd-division/country:us/state:tx/place:laredo,Laredo city,c60d2a14-e270-460d-b60c-f0402c14ad56,Pete Saenz,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,dc313de3-176f-4419-aa27-466899af4f47,Laredo City Council Member,District 1,locality,,,,Laredo city,,ocd-division/country:us/state:tx/place:laredo/council_district:1,Laredo City Council District 1,372379e8-1cdd-4866-8444-dac528c40e71,"Rudy Gonzalez, Jr",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,d56c6a2f-4893-46eb-aa5a-70a848051610,Laredo City Council Member,District 2,locality,,,,Laredo city,,ocd-division/country:us/state:tx/place:laredo/council_district:2,Laredo City Council District 2,4a164fcd-ae81-4f61-b45f-e34d528767b9,Vidal Rodriguez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,763ead0c-1a9c-485d-8650-88d8ee5297a3,Laredo City Council Member,District 3,locality,,,,Laredo city,,ocd-division/country:us/state:tx/place:laredo/council_district:3,Laredo City Council District 3,ca1a6206-1945-4ebe-a7fa-d3cd3f281285,"Mercurio Martinez, III",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,8a028216-9420-453f-92c1-2ee1e6b27a77,Laredo City Council Member,District 4,locality,,,,Laredo city,,ocd-division/country:us/state:tx/place:laredo/council_district:4,Laredo City Council District 4,490491a8-b432-489d-b433-acabf74defd0,"Alberto Torres, Jr.",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
